# EGG_ProjY_E897.5(3.5)_B883.0(1.0)_B904.5(1.5)
# X axis : Energy (keV) [Y axis]
# Y axis : Counts/1 keV
# N Bins : 12000
# X Min : 0
# X Max : 12000
# X value at the center of the bins
0.5 0
1.5 0
2.5 0
3.5 0
4.5 0
5.5 -9.4
6.5 -1.59999
7.5 32
8.5 -8.2
9.5 -27.4
10.5 -55.6
11.5 14.2
12.5 30.2
13.5 33
14.5 46.2
15.5 1.60002
16.5 -47.4
17.5 43.6
18.5 57.6
19.5 13.0001
20.5 360
21.5 341
22.5 137
23.5 222.6
24.5 468.8
25.5 493.4
26.5 455
27.5 506.6
28.5 469.6
29.5 533
30.5 472.6
31.5 1094.4
32.5 1093.4
33.5 1123
34.5 1112.2
35.5 832.6
36.5 1454.8
37.5 2169.8
38.5 2389.4
39.5 2303.4
40.5 3008
41.5 6324.6
42.5 12700
43.5 12530
44.5 4297
45.5 1807.2
46.5 1589.2
47.5 2552.2
48.5 4003.4
49.5 3904.8
50.5 2237.6
51.5 1060.8
52.5 1022.6
53.5 966.8
54.5 737.4
55.5 1234.8
56.5 1132.2
57.5 1238
58.5 1627.4
59.5 1725
60.5 1662
61.5 1443.4
62.5 1764.4
63.5 1603.8
64.5 1519.6
65.5 1358.6
66.5 1936.2
67.5 1414.8
68.5 1565.4
69.5 1337.8
70.5 1333.2
71.5 1619
72.5 1624.2
73.5 1479.6
74.5 2626.4
75.5 2406.8
76.5 2701.6
77.5 4153.6
78.5 5668
79.5 10229
80.5 7169.8
81.5 1564.2
82.5 740.8
83.5 841.2
84.5 691.6
85.5 1567.6
86.5 1274
87.5 1675
88.5 1380.4
89.5 1172.8
90.5 1549.8
91.5 1171.4
92.5 776.2
93.5 257.2
94.5 799.6
95.5 259
96.5 953.6
97.5 838.4
98.5 816.6
99.5 734.4
100.5 1068
101.5 2025
102.5 1662.8
103.5 1902.2
104.5 1904
105.5 2030.4
106.5 2138.4
107.5 1806
108.5 1265.8
109.5 1356.8
110.5 1355.2
111.5 835.8
112.5 952.8
113.5 1197.2
114.5 1017
115.5 977.4
116.5 620
117.5 350.6
118.5 -423.6
119.5 84.8004
120.5 1142
121.5 1047.8
122.5 1591
123.5 2220
124.5 1757.6
125.5 2028
126.5 1924.4
127.5 2232.2
128.5 1799.6
129.5 1894
130.5 1647.8
131.5 1509.6
132.5 915.2
133.5 729.4
134.5 688.6
135.5 404.8
136.5 682.6
137.5 548
138.5 1334
139.5 815.2
140.5 475.8
141.5 286.6
142.5 753.6
143.5 957.2
144.5 414.8
145.5 752.4
146.5 754.4
147.5 1310.2
148.5 1308
149.5 1076
150.5 1323.6
151.5 1623.4
152.5 1148
153.5 1273
154.5 1047
155.5 1881.6
156.5 1879.8
157.5 1599.8
158.5 1545.6
159.5 1717.2
160.5 1820
161.5 1225.4
162.5 1829.8
163.5 1226
164.5 1326
165.5 1048.6
166.5 27.8005
167.5 -1354.6
168.5 -3293.8
169.5 -3837.2
170.5 -2172.6
171.5 27.4005
172.5 2364
173.5 4811.4
174.5 5660.2
175.5 7024.6
176.5 6573
177.5 6448.6
178.5 6116.8
179.5 5468.4
180.5 7461.2
181.5 20727
182.5 23646.6
183.5 7150.4
184.5 1198.8
185.5 812.4
186.5 789.2
187.5 386.6
188.5 -598.4
189.5 -2774.2
190.5 -4022.2
191.5 -3662.6
