Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
0 , 1004.4596932542504 , 1773.3 , 1017 , -15.23741825284836 , 27134.36302241439 , 1774.4910618649624 , 1.749880220390012 , 230.14930718712174
-2359 , 0 , 1844.7 , 1017 , 0 , 0 , 0 , 0 , 0
197 , 361.1325459924246 , 2085.2 , 1017 , 4.902387354880999 , -10021.116674322004 , 2087.0406426121685 , 0.25083364592729396 , 574.3688845760154
-1 , 1490.4713411921332 , 2846.9 , 1017 , 4.855292152431298 , -13774.64239492141 , 2846.018706452329 , 2.697004313900535 , 226.3811137828906
-132 , 42.33830339498286 , 3973.1 , 1017 , 3.4302799611199593 , -13573.255455208053 , 3973.500381081462 , -0.09649564521323185 , 175.03939444517135
0 , 2050.2047548355263 , 1773.3 , 1542.95 , -5.347414952369483 , 9700.135801837649 , 1772.3402700108218 , 1.4347234849952162 , 570.1416118902885
0 , 310.9427113319863 , 1844.7 , 1542.95 , -1.5300110980313029 , 3035.308570068035 , 1844.3400699587833 , -0.7262832988441917 , 170.79863261402176
-18 , 6967.456476668786 , 2085.2 , 1542.95 , 3.843017483180946 , -7820.967070031474 , 2088.333628175594 , 1.3598514755059243 , 2096.3653308030907
0 , 4106.9407238186395 , 2846.9 , 1542.95 , -9.025674595296765 , 25803.86994492188 , 2846.778155555578 , 1.556761879918339 , 1052.8876371469894
0 , 2547.619890162202 , 3973.1 , 1542.95 , 0.15693641510926162 , -528.2846728870144 , 3972.685285019607 , 1.8343501438013887 , 554.7650864933734
0 , 15804.472927298533 , 1773.3 , 6001.3 , -8.713713526350862 , 15626.092975713718 , 1772.2608242490933 , 1.2525364909624945 , 5033.910665473918
0 , 420.7382693771291 , 1844.7 , 6001.3 , 0.010705052432399399 , 69.57304328128144 , 1844.7074680665091 , 1.3101727288325753 , 128.11654596341722
0 , 1019.373177447658 , 2085.2 , 6001.3 , -0.21612227782161283 , 545.7480311802847 , 2085.222616980065 , 1.5499829593826593 , 262.4045063788151
-2 , 39056.59331645492 , 2846.9 , 6001.3 , -35.05074468416096 , 100046.83564824595 , 2846.742583162911 , 1.5176372525325075 , 10269.608015126852
-4 , 24727.758869722828 , 3973.1 , 6001.3 , -50.912027019894516 , 202540.1242619036 , 3972.759131752118 , 1.8557713102985043 , 5322.965942868184
