Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
1 , 368.86080262873907 , 4582.0 , 1191.2 , 1.9216779408387903 , -8774.528357311205 , 4580.175438900343 , 0.029822533974767085 , 22.222103569215268
0 , 5791.999719405405 , 3427.5 , 1191.2 , -5.457308749412575 , 18769.212454772736 , 3427.112466818758 , 1.6037975088576446 , 1240.9474438463794
0 , 3888.5356536992604 , 2300.6 , 1191.2 , -5.96284922695589 , 13790.463093898219 , 2300.9312714865446 , 1.3336895172204077 , 890.7495046384721
0 , 4041.9967413947097 , 1539.4 , 1191.2 , -3.6195027666313506 , 5665.605575261653 , 1539.7449740203351 , 1.147665702691057 , 1007.9750572712506
0 , 2876.4000784274326 , 1283.4 , 1191.2 , -7.802628690268629 , 10173.718349694314 , 1282.844497512938 , 0.9112047015058966 , 403.2532585786064
0 , 2462.198959556064 , 1276.0 , 1191.2 , 8.006804926625286 , -10055.636591983148 , 1276.5348655002003 , 0.8359798720772699 , 252.75273498420697
0 , 2809.5837940764595 , 1226.9 , 1191.2 , -0.47405624044423395 , 698.7216495266699 , 1227.0658126340898 , 1.2340219291174592 , 452.3692373507459
-3822 , 0 , 670.4 , 1191.2 , 0 , 0 , 0 , 0 , 0
0 , 354.3692052447482 , 4582.0 , 1455.1 , -0.9493909787060383 , 4396.537695947759 , 4584.667332365394 , -1.9072474948710558 , -44.19421966673355
0 , 959.32318015144 , 3427.5 , 1455.1 , -2.5194211925713215 , 8602.945106760346 , 3427.185521071613 , 2.259170683770486 , 237.258423000304
0 , 794.9954599238458 , 2300.6 , 1455.1 , 5.1084365021401545 , -11721.789702734206 , 2300.7420705930044 , 1.3080120670687683 , 141.4090926074878
0 , 476.86039912538035 , 1539.4 , 1455.1 , -1.7957626060065914 , 2778.8544951514223 , 1540.0127960665545 , 0.5750054173701845 , 204.499539188688
161 , 563.9311067156333 , 1283.4 , 1455.1 , -6.022128024521086 , 7748.085828030487 , 1284.0422230219228 , -0.25322552312819296 , 478.27954251339105
0 , 377.0273779773786 , 1276.0 , 1455.1 , 0.440558533521046 , -530.6526893832548 , 1275.9957320622318 , 0.023341497796822264 , -16.623488727146263
0 , 304.96348346355506 , 1226.9 , 1455.1 , 2.752961008212628 , -3376.573762178936 , 1226.433582287077 , 1.7316302071696417 , 74.30612511496325
2226 , 0 , 670.4 , 1455.1 , 0 , 0 , 0 , 0 , 0
-56 , 192.43219563674987 , 4582.0 , 1626.8 , 0.729491774703316 , -3318.3061850049 , 4583.972333149059 , 0.24633713055758547 , -159.14689091869107
0 , 1034.999676391925 , 3427.5 , 1626.8 , 0.5579291247165317 , -1855.00491890531 , 3427.138879527488 , 1.124155382543223 , 124.48593980869822
-2 , 3239.901975188215 , 2300.6 , 1626.8 , 9.913183929931712 , -22673.152772281355 , 2297.786049679577 , 2.466284390635039 , 295.8110728461683
