Integral Diff, TRANSITION,GATE, m, q, mean, sigma, amplitude
0 , 3201.26 , 1142.9 , -1.5512852567318534 , 4989.3770165054275 , 3201.388978594546 , 1.0976235515933228 , 191.70510949044575
0 , 1701.9 , 1142.9 , -8.339160957911695 , 14255.884988574568 , 1698.8584696922492 , -0.03026769756605044 , 9.751326720908581
0 , 1314.1 , 1142.9 , 10.023638485795002 , -13158.449736752453 , 1312.2017831782032 , 0.7863681231584657 , 162.85080559694612
0 , 1050.6 , 1142.9 , -5.24185165189992 , 5593.517035995629 , 1050.5040416702639 , 1.0878848380126607 , 183.52547836270642
-1182 , 682.34 , 1142.9 , 0 , 0 , 0 , 0 , 0
0 , 646.5 , 1142.9 , -12.267642412256075 , 8008.976171984906 , 644.0380899467752 , 1.3696157864321166 , -763.6387873645058
0 , 3201.26 , 1214.3 , -3.565666537427781 , 11451.19694972829 , 3201.451277156812 , 1.6071900764741824 , 890.355645328579
0 , 1701.9 , 1214.3 , 3.123375277382402 , -5227.427649829691 , 1701.7568377783339 , 0.9403335025587999 , 264.2248861192809
0 , 1314.1 , 1214.3 , 6.376163000053284 , -8257.752278582035 , 1313.7428487104555 , 0.7999917959827522 , 199.31811582690574
0 , 1050.6 , 1214.3 , 1.1632164964747997 , -1043.003053360007 , 1050.667678069163 , 1.1352448896258922 , 2204.60763143788
0 , 682.34 , 1214.3 , -5.30885524836935 , 3884.025137717174 , 682.4338073140369 , 0.742155291985002 , 516.224542781267
0 , 646.5 , 1214.3 , 16.513164230232746 , -10471.903415794166 , 646.3224818128556 , 1.207110835557889 , 552.5167426054219
0 , 3201.26 , 1416.7 , 1.2700499671557826 , -4006.2070687760843 , 3201.5795840488977 , 1.6608612482858167 , 302.8814234976565
0 , 1701.9 , 1416.7 , 0.6462418053484295 , -1096.5030776360484 , 1700.5483792538844 , 1.8764336201822958 , 150.61950235681067
0 , 1314.1 , 1416.7 , -9.23862421886349 , 12207.003289807291 , 1314.6464382475278 , 1.2389836583362412 , 111.06200719554938
0 , 1050.6 , 1416.7 , 1.1589394791429182 , -999.1373205059534 , 1050.6316708700735 , 1.2028879720195733 , 785.3626033647963
0 , 682.34 , 1416.7 , -16.25058905482642 , 11500.040645639107 , 717.4167469627333 , 0.9858295166039741 , 109.88715913535273
-611 , 646.5 , 1416.7 , 21.85691385363846 , -13662.285525444351 , 649.0306921587257 , -0.2514048325505134 , -1759.5498775268904
0 , 3201.26 , 1852.4 , -2.3428344793568394 , 7519.302498879555 , 3201.4324757612662 , 1.5724588587851385 , 958.9048910395475
0 , 1701.9 , 1852.4 , -1.5431270924534795 , 2613.7952378772916 , 1701.6190623304399 , 1.2161777176942459 , 304.9920583230745
0 , 1314.1 , 1852.4 , 4.742991412897406 , -6239.686919898738 , 1314.1780521921407 , 1.1827804613987714 , 239.73177622702744
0 , 1050.6 , 1852.4 , 10.558844475458368 , -10957.535282301815 , 1050.6614767577785 , 1.064761978493859 , 2346.298880855919
0 , 682.34 , 1852.4 , -20.19745897094877 , 13782.281559174447 , 682.293883783425 , 0.9653228099909913 , 448.08159302825004
0 , 646.5 , 1852.4 , 25.886667552762464 , -16625.85251398316 , 646.3582160095503 , 0.8959953099556253 , 574.0092994514794
0 , 3201.26 , 2313.6 , -5.235787577253748 , 16778.454029099074 , 3201.697466473528 , 1.5071937903258024 , 333.11724377452043
0 , 1701.9 , 2313.6 , -2.3684246939577167 , 4030.252295817615 , 1701.582610082648 , 1.2830367931652167 , 143.31895323899224
287 , 1314.1 , 2313.6 , -1.951216076852199 , 2594.407687045967 , 1314.9525373728627 , -0.24189786402010266 , 808.2333004179118
0 , 1050.6 , 2313.6 , -0.8650379181069332 , 932.1772968746354 , 1050.598679871187 , 1.1274903657374544 , 706.4913491928395
-3 , 682.34 , 2313.6 , 1146.4229112309145 , -804854.4781386339 , 663.7494306092781 , 19.064939310113218 , 36565.80055230161
0 , 646.5 , 2313.6 , 24.345088106893396 , -15801.666013715003 , 646.1189907643873 , 1.42319428091822 , 324.013050593995
