Integral Diff, TRANSITION,GATE, m, q, mean, sigma, amplitude
0 , 4196.1 , 1093.2 , 5.1328740004509665 , -21512.872644522053 , 4197.9213053554195 , 0.019738860748808262 , -38.13759301647447
0 , 3038.7 , 1093.2 , -8.914634529536743 , 27157.498190362905 , 3038.638760782783 , 1.4753240163515928 , 1264.2875548108123
0 , 1912.18 , 1093.2 , -5.594863279837582 , 10865.859003545533 , 1912.3982909439565 , 0.8385633081953219 , 622.3853152557024
0 , 1538.8 , 1093.2 , 7.000366135611526 , -10674.036214465961 , 1538.993905012831 , 1.4782123255305302 , 184.29364367390895
0 , 894.2 , 1093.2 , -6.3070289142683436 , 5953.283267020858 , 894.1353971240129 , 0.9665855552599675 , 336.54581868742605
214 , 887.5 , 1093.2 , -11.910791538166766 , 10936.38990629548 , 887.9860966747751 , 0.27604783774803066 , 709.0238972984433
-2 , 519.7 , 1093.2 , -66.39423535573266 , 34727.965142681176 , 522.6702159910784 , 0.8800828856995344 , 785.681872989061
396 , 483.4 , 1093.2 , -10.895395902821722 , 5751.118137541555 , 485.01772709119126 , 0.2633168153499296 , 1207.0619056509604
44 , 4196.1 , 1101.3 , 3.526810942907081 , -14788.55836574439 , 4199.499922679689 , -0.13606715303383507 , -67.28419985344749
0 , 3038.7 , 1101.3 , -12.308034821544622 , 37457.02714075228 , 3038.770367723899 , 1.3562305606345362 , 456.6627029890267
40 , 1912.18 , 1101.3 , -6.045164006948885 , 11612.055425461602 , 1912.16116681774 , -0.3720268807885597 , 631.8391962699457
-110 , 1538.8 , 1101.3 , 7.301947746629485 , -11195.463379607076 , 1540.497832795231 , 0.10776786656805855 , 150.84337469747743
-1830 , 894.2 , 1101.3 , 0 , 0 , 0 , 0 , 0
-199 , 887.5 , 1101.3 , -8.69822213314617 , 7891.881431337489 , 882.4947236081517 , 0.13258507277274495 , 298.5359089601038
-2 , 519.7 , 1101.3 , -4.313223601151939 , 2396.0731550081205 , 522.6263979410518 , 0.9059014361955304 , 648.7638941368539
7 , 483.4 , 1101.3 , -1890.360033085569 , 960130.4341898392 , 462.15659844193124 , -22.58254271263076 , -71600.19087115936
0 , 4196.1 , 1212.5 , 1.7877257070719257 , -7468.881413873189 , 4198.005379038692 , 0.7292987008562797 , 50.7001234250738
0 , 3038.7 , 1212.5 , -1.431263738843611 , 4431.592325930282 , 3038.552951634426 , 1.3532608563244903 , 409.9903976728264
-2 , 1912.18 , 1212.5 , 545.4216226169868 , -1056199.420180663 , 1891.4136057136204 , 22.363010771259276 , 20560.211243478632
328 , 1538.8 , 1212.5 , -1.358063876267436 , 2153.9639249935167 , 1538.9510045320394 , 0.2387875783302852 , 915.0238549411338
-2 , 894.2 , 1212.5 , 15.291698625271815 , -13391.747612508034 , 890.9960383329606 , 2.744895807691411 , 226.42317490119385
-4987 , 887.5 , 1212.5 , 0 , 0 , 0 , 0 , 0
-7955 , 519.7 , 1212.5 , 0 , 0 , 0 , 0 , 0
0 , 483.4 , 1212.5 , 15.31103950969249 , -7295.094930520995 , 482.3238439126626 , 1.0974134327353933 , 424.36785481943
0 , 4196.1 , 1353.1 , -3.3601420496044416 , 14107.197706806905 , 4197.588524213459 , -0.006015239284693552 , -16.829488149345533
0 , 3038.7 , 1353.1 , -11.827391157209854 , 36003.20866975535 , 3038.5259478733583 , 1.5268234395778504 , 2386.4535891554706
0 , 1912.18 , 1353.1 , -8.818386734671526 , 16928.27201071605 , 1912.0588305751517 , 1.1763155417985354 , 550.7051491283239
0 , 1538.8 , 1353.1 , 2.0549638845011082 , -3124.45778198649 , 1538.7062721952002 , 0.9038452478290978 , 396.6182360233996
0 , 894.2 , 1353.1 , 5.5182780947457815 , -4753.768064705101 , 894.1273531716823 , 1.149871888475219 , 418.2003643860504
0 , 887.5 , 1353.1 , 176.97752724850812 , -157641.53453890327 , 887.7716637809059 , 1.1156227259690688 , 848.2593259360654
0 , 519.7 , 1353.1 , -56.37858325159421 , 29562.677708655872 , 519.4446185150109 , 2.1264869743801578 , 446.0399614851294
0 , 483.4 , 1353.1 , 6.118640610190046 , -2802.7134159297193 , 483.53175564530693 , 0.5985754431158019 , 110.56963171878773
8 , 4196.1 , 1397.4 , 0 , 0 , 0 , 0 , 0
0 , 3038.7 , 1397.4 , -4.811788126838746 , 14599.860433804297 , 3038.5998667981844 , 1.656671811624251 , 703.5652391262985
0 , 1912.18 , 1397.4 , -3.0439485548626015 , 5857.013604343484 , 1912.473871450302 , 0.988419730395206 , 74.34304422301759
245 , 1538.8 , 1397.4 , -8.16327151856747 , 12570.746289147834 , 1540.0088297280092 , 0.24981573585735017 , 689.3148590567516
-1074 , 894.2 , 1397.4 , 0 , 0 , 0 , 0 , 0
0 , 887.5 , 1397.4 , 0.9705468438823801 , -725.4380570499789 , 887.4286669507183 , 0.8095953718899187 , 235.91323283469902
0 , 519.7 , 1397.4 , -8.786716163709821 , 4675.0556889653535 , 518.3572269914337 , 0.0050871581578103425 , 135.81848441621915
2 , 483.4 , 1397.4 , 63.040922886271396 , -29483.584841628395 , 482.52923407699495 , 1.818240447150849 , -3345.4455069621863
-15 , 4196.1 , 1537.8 , 2.266920432822117 , -9451.913276759167 , 4196.499504565685 , -0.13705423624601704 , 23.781835801853347
-1750 , 3038.7 , 1537.8 , 0 , 0 , 0 , 0 , 0
-1775 , 1912.18 , 1537.8 , 0 , 0 , 0 , 0 , 0
0 , 1538.8 , 1537.8 , -0.4999395515392544 , 966.4367122935603 , 1535.3825562517543 , -1.1481969907560894 , 71.46634062216654
-11487 , 894.2 , 1537.8 , 0 , 0 , 0 , 0 , 0
-167 , 887.5 , 1537.8 , 6.424700748245974 , -4784.694507525996 , 885.9056933055364 , 0.2443932624702115 , -542.4417139834517
25 , 519.7 , 1537.8 , -2364.86637563658 , 1261118.8329990478 , 507.9759065842058 , 12.320556455136371 , -48900.04590493333
