Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
0 , 35097.99974307259 , 444.5 , 5397.8 , -14.185601870538232 , 8678.201178613941 , 444.5147244865339 , 0.9500894321464348 , 2746.3424835867927
0 , 25123.999757807855 , 727.2 , 5397.8 , -16.84735590338208 , 14050.586155455101 , 727.2542506437258 , 1.1092786998111588 , 1256.3341871141238
0 , 4385.998921844281 , 1324.0 , 5397.8 , 0.6805735454714341 , -567.2369980772994 , 1323.6648205410697 , 1.3030861932611888 , 116.30502993324126
0 , 4889.999980823172 , 1335.0 , 5397.8 , -1.2294888013991456 , 1963.7914289436515 , 1334.5218172084699 , 1.0094931174001778 , 403.45549147234277
0 , 7147.99931664362 , 1418.1 , 5397.8 , -3.1025247930448114 , 4775.104191952862 , 1418.057084351695 , 1.193203560569467 , 882.4422561586567
0 , 3844.6649425401843 , 1537.8 , 5397.8 , -3.67151988787459 , 5904.539382863078 , 1538.293750422797 , 1.8421701892096973 , 154.0858858570729
0 , 36644.73589324783 , 1640.7 , 5397.8 , -3.1586859309444018 , 5627.343685770852 , 1640.971925081508 , 1.232511160873718 , 10124.871379149876
0 , 6459.998363014591 , 1819.3 , 5397.8 , -2.7466260928928175 , 5217.48369592694 , 1819.27678797841 , 1.1935353361537646 , 1271.3470279700896
0 , 2273.9969843883514 , 2071.7 , 5397.8 , -1.3882365392851754 , 3041.506983823706 , 2071.555618740678 , 1.3680917646177506 , 80.59301442281274
0 , 14100.878667456744 , 2376.1 , 5397.8 , -11.645995356175549 , 27870.89031851825 , 2375.857799880044 , 1.4432967530215988 , 3234.3407183749246
0 , 4790.7358833430335 , 2427.7 , 5397.8 , 10.325251429353095 , -24835.753302806614 , 2427.729320436836 , 1.6681793015764559 , 504.3343790583464
0 , 6635.842381148657 , 2448.2 , 5397.8 , -3.7432022295899054 , 9313.178658391418 , 2448.171286581302 , 1.5701537763102202 , 1229.4119367982858
0 , 14566.16013581305 , 2688.7 , 5397.8 , -6.649748333110544 , 18084.033258577365 , 2688.9101804472016 , 1.4955814313464868 , 3215.9267097510497
0 , 2703.9970494794106 , 3077.0 , 5397.8 , -3.7255898432883443 , 11611.358343694765 , 3077.0706134623138 , 1.346736526425874 , 275.9029554530556
-2 , 46831.64842728768 , 3450.3 , 5397.8 , -43.66997402725315 , 150978.79483589006 , 3450.001464790523 , 1.6531754121545164 , 10385.217022988481
-1 , 5380.381678666214 , 4576.2 , 5397.8 , -7.314323130718716 , 33498.51748318744 , 4576.361157622314 , 2.0327578573216094 , 993.2017448085562
