# EGG_ProjY_E974.5(2.5)_B980.5(0.5)
# X axis : Energy (keV) [Y axis]
# Y axis : Counts/1 keV
# N Bins : 12000
# X Min : 0
# X Max : 12000
# X value at the center of the bins
0.5 0
1.5 0
2.5 0
3.5 0
4.5 0
5.5 -34
6.5 49
7.5 1
8.5 31
9.5 -20
10.5 -47
11.5 75
12.5 53
13.5 2
14.5 54
15.5 12
16.5 24
17.5 92
18.5 30
19.5 151
20.5 239
21.5 110
22.5 206
23.5 277
24.5 245
25.5 322
26.5 295
27.5 412
28.5 216
29.5 408
30.5 -12
31.5 33
32.5 555
33.5 302
34.5 438
35.5 518
36.5 412
37.5 549
38.5 56
39.5 556
40.5 608
41.5 778
42.5 620
43.5 658
44.5 137
45.5 378
46.5 301
47.5 379
48.5 812
49.5 418
50.5 784
51.5 489
52.5 481
53.5 -12
54.5 748
55.5 600
56.5 492
57.5 903
58.5 727
59.5 913
60.5 978
61.5 543
62.5 849
63.5 730
64.5 620
65.5 637
66.5 1170
67.5 921
68.5 1085
69.5 944
70.5 502
71.5 883
72.5 689
73.5 1329
74.5 1114
75.5 680
76.5 1343
77.5 1362
78.5 1270
79.5 379
80.5 1280
81.5 596
82.5 823
83.5 479
84.5 620
85.5 642
86.5 683
87.5 676
88.5 1007
89.5 787
90.5 425
91.5 -449
92.5 -386
93.5 -654
94.5 -503
95.5 558
96.5 726
97.5 1242
98.5 1278
99.5 1361
100.5 1396
101.5 894
102.5 689
103.5 550
104.5 503
105.5 117
106.5 742
107.5 213
108.5 554
109.5 761
110.5 965
111.5 584
112.5 288
113.5 329
114.5 179
115.5 451
116.5 311
117.5 521
118.5 918
119.5 907
120.5 888
121.5 1162
122.5 1006
123.5 1046
124.5 1243
125.5 884
126.5 804
127.5 577
128.5 1113
129.5 494
130.5 303
131.5 1007
132.5 414
133.5 470
134.5 693
135.5 818
136.5 683
137.5 887
138.5 473
139.5 45
140.5 266
141.5 -111
142.5 -3023
143.5 -9741
144.5 -20454
145.5 -24234
146.5 -15990
147.5 -3023
148.5 6697
149.5 14841
150.5 18116
151.5 19768
152.5 17870
153.5 13270
154.5 7267
155.5 3175
156.5 1507
157.5 529
158.5 603
159.5 525
160.5 385
161.5 940
162.5 351
163.5 739
164.5 695
165.5 624
166.5 426
167.5 181
168.5 318
169.5 111
170.5 56
171.5 198
172.5 -2238
173.5 -9699
174.5 -28315
175.5 -52933
176.5 -59738
177.5 -36327
178.5 -5871
179.5 17468
180.5 33238
181.5 42900
182.5 44160
183.5 38689
184.5 26733
185.5 14518
186.5 6168
187.5 2310
188.5 1188
189.5 1267
190.5 1081
191.5 1012
192.5 776
193.5 246
194.5 834
195.5 1067
196.5 989
197.5 856
198.5 790
199.5 277
200.5 -31
201.5 32
202.5 -340
203.5 -73
204.5 85
205.5 444
206.5 879
207.5 1455
208.5 1292
209.5 1622
210.5 1485
211.5 1420
212.5 1458
213.5 1249
214.5 1011
215.5 1008
216.5 563
217.5 683
218.5 650
219.5 358
220.5 580
221.5 551
222.5 84
223.5 451
224.5 -116
225.5 391
226.5 348
227.5 1069
228.5 762
229.5 969
230.5 537
231.5 780
232.5 196
233.5 290
234.5 419
235.5 417
236.5 363
237.5 471
238.5 500
239.5 1130
240.5 394
241.5 426
242.5 430
243.5 1096
244.5 391
245.5 630
246.5 329
247.5 807
248.5 588
249.5 333
