Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
-12517343 , 0 , 1157.004 , 1126.078 , 0 , 0 , 0 , 0 , 0
-1088860 , 0 , 1157.004 , 1499.449 , 0 , 0 , 0 , 0 , 0
-274298120 , 0 , 1157.004 , 1821.5 , 0 , 0 , 0 , 0 , 0
-983892 , 0 , 1157.004 , 1887.34 , 0 , 0 , 0 , 0 , 0
-275648 , 0 , 1157.004 , 2144.27 , 0 , 0 , 0 , 0 , 0
-1000781 , 0 , 1157.004 , 2150.805 , 0 , 0 , 0 , 0 , 0
-319451 , 0 , 1157.004 , 2200.1 , 0 , 0 , 0 , 0 , 0
-14475 , 0 , 1157.004 , 2504.39 , 0 , 0 , 0 , 0 , 0
-268982 , 0 , 1157.004 , 2518.991 , 0 , 0 , 0 , 0 , 0
-17098 , 0 , 1157.004 , 2554.9 , 0 , 0 , 0 , 0 , 0
-201437 , 0 , 1157.004 , 2619.16 , 0 , 0 , 0 , 0 , 0
-16932 , 0 , 1157.004 , 2808.3 , 0 , 0 , 0 , 0 , 0
-43740 , 0 , 1157.004 , 2893.1 , 0 , 0 , 0 , 0 , 0
-74869 , 0 , 1157.004 , 2937.8 , 0 , 0 , 0 , 0 , 0
-62674 , 0 , 1157.004 , 3010.9 , 0 , 0 , 0 , 0 , 0
-246928 , 0 , 1157.004 , 3038.7 , 0 , 0 , 0 , 0 , 0
-10205 , 0 , 1157.004 , 3099.7 , 0 , 0 , 0 , 0 , 0
-37139 , 0 , 1157.004 , 3158.07 , 0 , 0 , 0 , 0 , 0
-100640 , 0 , 1157.004 , 3201.26 , 0 , 0 , 0 , 0 , 0
-86468 , 0 , 1157.004 , 3242 , 0 , 0 , 0 , 0 , 0
-15710 , 0 , 1157.004 , 3252.07 , 0 , 0 , 0 , 0 , 0
-74711 , 0 , 1157.004 , 3322.8 , 0 , 0 , 0 , 0 , 0
-31562 , 0 , 1157.004 , 3395.51 , 0 , 0 , 0 , 0 , 0
-224567 , 0 , 1157.004 , 3427.5 , 0 , 0 , 0 , 0 , 0
-128546 , 0 , 1157.004 , 3493.4 , 0 , 0 , 0 , 0 , 0
-89405 , 0 , 1157.004 , 3532.9 , 0 , 0 , 0 , 0 , 0
-87229 , 0 , 1157.004 , 3621.3 , 0 , 0 , 0 , 0 , 0
-82184 , 0 , 1157.004 , 3647.2 , 0 , 0 , 0 , 0 , 0
-39047 , 0 , 1157.004 , 3675.7 , 0 , 0 , 0 , 0 , 0
-23264 , 0 , 1157.004 , 3726.6 , 0 , 0 , 0 , 0 , 0
-98125 , 0 , 1157.004 , 3747.2 , 0 , 0 , 0 , 0 , 0
-5056 , 0 , 1157.004 , 3775.8 , 0 , 0 , 0 , 0 , 0
-29477 , 0 , 1157.004 , 3848.9 , 0 , 0 , 0 , 0 , 0
-78387 , 0 , 1157.004 , 3868.56 , 0 , 0 , 0 , 0 , 0
-60262 , 0 , 1157.004 , 3902.7 , 0 , 0 , 0 , 0 , 0
-7845 , 0 , 1157.004 , 3934.5 , 0 , 0 , 0 , 0 , 0
-162378 , 0 , 1157.004 , 3973.1 , 0 , 0 , 0 , 0 , 0
-15311 , 0 , 1157.004 , 4132 , 0 , 0 , 0 , 0 , 0
584 , 0 , 1157.004 , 4140.1 , 0 , 0 , 0 , 0 , 0
-855 , 0 , 1157.004 , 4143.8 , 0 , 0 , 0 , 0 , 0
-13136 , 0 , 1157.004 , 4185.6 , 0 , 0 , 0 , 0 , 0
-88039 , 0 , 1157.004 , 4217.9 , 0 , 0 , 0 , 0 , 0
-40327 , 0 , 1157.004 , 4264.8 , 0 , 0 , 0 , 0 , 0
-23289 , 0 , 1157.004 , 4301.7 , 0 , 0 , 0 , 0 , 0
-12341 , 0 , 1157.004 , 4344.2 , 0 , 0 , 0 , 0 , 0
-57560 , 0 , 1157.004 , 4391.5 , 0 , 0 , 0 , 0 , 0
-44510 , 0 , 1157.004 , 4435.6 , 0 , 0 , 0 , 0 , 0
-33773 , 0 , 1157.004 , 4576.2 , 0 , 0 , 0 , 0 , 0
-274298120 , 0 , 1157.004 , 4618 , 0 , 0 , 0 , 0 , 0
-75783 , 0 , 1157.004 , 4625 , 0 , 0 , 0 , 0 , 0
-12156 , 0 , 1157.004 , 4733.6 , 0 , 0 , 0 , 0 , 0
-12697 , 0 , 1157.004 , 4778 , 0 , 0 , 0 , 0 , 0
-5824 , 0 , 1157.004 , 4856.7 , 0 , 0 , 0 , 0 , 0
-849 , 0 , 1157.004 , 4932.8 , 0 , 0 , 0 , 0 , 0
-11549 , 0 , 1157.004 , 5288 , 0 , 0 , 0 , 0 , 0
-7770 , 0 , 1157.004 , 5687.7 , 0 , 0 , 0 , 0 , 0
-118908 , 0 , 1157.004 , 726.49 , 0 , 0 , 0 , 0 , 0
-1684 , 0 , 1157.004 , 9974.3 , 0 , 0 , 0 , 0 , 0
