Integral Diff, TRANSITION,GATE, m, q, mean, sigma, amplitude
-1 , 1683.0 , 1214.74 , 8.696975034116504 , -14610.4128895881 , 1680.796952510361 , 1.9669129915839776 , 159.53937653807887
0 , 2100.58 , 1214.74 , -3.108493497795156 , 6581.848979446175 , 2100.549898897639 , 1.3427521688078794 , 975.9700081910364
0 , 2150.9 , 1214.74 , -0.2408599929845694 , 584.1670947375984 , 2150.511341183334 , 1.3496395884577839 , 1419.8055300791834
0 , 2414.0 , 1214.74 , 0.16505595197619732 , -351.4540854153267 , 2413.6328334645546 , 1.0209928397317056 , 140.96903070724417
0 , 2801.73 , 1214.74 , 5.049762720160333 , -14109.9549140905 , 2801.6192456436006 , 1.4450929924111522 , 257.45171245032236
0 , 3176.2 , 1214.74 , 3.2792962724452694 , -10370.214260828574 , 3175.006706589432 , 1.5464099031106846 , 457.54713801307025
0 , 4301.7 , 1214.74 , -3.7941541187771657 , 16376.781736978195 , 4301.019434702166 , 1.7029880450144788 , 483.4883042629922
0 , 1683.0 , 5673 , -1.0445193760267397 , 1792.6120089965511 , 1681.6314821625263 , -0.9677254202085227 , 207.780669479006
0 , 2100.58 , 5673 , 0.9947042402052996 , -2044.105034158659 , 2100.530763196828 , 1.36184286812085 , 1215.5082021896503
0 , 2150.9 , 5673 , 0.7453698647076441 , -1586.1337315087471 , 2150.515944966222 , 1.5311392388283558 , 199.56257410634808
0 , 2414.0 , 5673 , -0.06457441788267371 , 181.90189288272737 , 2413.8391084838704 , 1.1302995108265506 , 113.83397156117937
0 , 2801.73 , 5673 , -1.1279133658275666 , 3170.989372270302 , 2801.5557371515933 , 1.4838108544843602 , 351.9898307067818
0 , 3176.2 , 5673 , -8.816867982867821 , 27999.540505595913 , 3175.48699107446 , 1.7476533728342454 , 889.2127305409069
0 , 4301.7 , 5673 , -3.8097488407803413 , 16406.24135177731 , 4301.035436918223 , 1.934089074010449 , 618.9601915903907
