Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
0 , 1965.0022131273681 , 3158.07 , 1092.8 , -2.941789455505317 , 9306.12241826487 , 3158.3518158832007 , 1.7085220760619018 , 459.0942188230597
0 , 3642.3713899773893 , 1658.69 , 1092.8 , -2.351714704173269 , 3991.911586961567 , 1658.5739485305055 , 1.2038014557129397 , 1207.0933652105466
0 , 3011.203977424474 , 1007.7 , 1092.8 , 35.611251708766346 , -35791.77010457026 , 1007.0866403940196 , 1.7360365430771902 , 692.3620037667636
0 , 1770.8342835500075 , 3158.07 , 1186.6 , -6.801627029877183 , 21592.82489847839 , 3158.380450445163 , 1.5365072929645456 , 459.84962974458296
0 , 3810.0491198411346 , 1658.69 , 1186.6 , -3.2114882630144463 , 5594.693069874611 , 1658.62628494865 , 1.3998637862316696 , 1085.880903734526
109 , -88537.40529889554 , 1007.7 , 1186.6 , -1847.5086877352742 , 1871350.9920459653 , 1005.1621346494501 , -3.116088409552377 , -12549.590274118444
0 , 584.1412272096752 , 3158.07 , 1277.6 , 0.3457742009156417 , -1076.0504792291008 , 3158.5411716538197 , 1.3558505651230213 , 171.88133415006888
0 , 934.4661422151546 , 1658.69 , 1277.6 , 5.0266521060721345 , -8283.061934889938 , 1658.1928762123182 , 1.4039808614015388 , 265.5353537370542
-1 , 1168.306110360815 , 1007.7 , 1277.6 , -27.80057644301011 , 28050.393496152137 , 1007.4001199230772 , 2.8302230868570426 , 170.79636861833876
0 , 1782.4824466707205 , 3158.07 , 1418.1 , 2.4871400665566634 , -7814.263222887307 , 3158.3458749844685 , 1.3997762386369756 , 508.03029577793194
0 , 3937.3903945820302 , 1658.69 , 1418.1 , 3.760895012646507 , -6163.764541881415 , 1658.602643846643 , 1.2739646482957867 , 1233.0086984878953
22 , -16376.052593936538 , 1007.7 , 1418.1 , -469.2452404808682 , 474899.7834448953 , 1004.8313818184403 , -2.4364570247150477 , -2847.4419201109204
0 , 2650.4686112679183 , 3158.07 , 1459.8 , 0.925710653805111 , -2894.1094157339953 , 3158.2775800865993 , 1.5935365976918803 , 663.6818816445215
0 , 5014.817227933355 , 1658.69 , 1459.8 , -8.049408190239163 , 13392.724912643014 , 1658.6696409317142 , 1.1958720939090677 , 1672.9472640568345
0 , 2024.0953387906786 , 1007.7 , 1459.8 , 15.427062378854004 , -15492.101430206387 , 1007.4281813553436 , 1.0219773843084567 , 790.1321916151969
0 , 419.1888050647551 , 3158.07 , 1575.2 , 0.31871685525246496 , -995.6298540773729 , 3157.752105330131 , 2.416192690828868 , 70.16011224062522
0 , 1259.3172672684568 , 1658.69 , 1575.2 , -3.5400683629656164 , 5911.078785482399 , 1659.3565636887627 , 2.0922007737825954 , 243.40087365288784
138 , 399.8903028980934 , 1007.7 , 1575.2 , -21.45180445695326 , 21897.45748175764 , 1006.1687075006516 , -0.23354901978213208 , 683.0820762913352
0 , 779.2627855439436 , 3158.07 , 1619.6 , -8.417824208242365 , 26626.37650083548 , 3158.800834832407 , 1.615507294099146 , 192.5620745547722
0 , 2113.908820203974 , 1658.69 , 1619.6 , -2.9502528102163983 , 4952.942094621148 , 1658.5513774512876 , 1.3344063452836907 , 632.0014329260188
0 , -373.60063822135703 , 1007.7 , 1619.6 , -3.787294933742234 , 4250.8525972711905 , 1003.9481673447901 , -0.6996731949988357 , -213.0236864341337
0 , 316.0504809126021 , 3158.07 , 6814.4 , -0.8661525825392976 , 2741.440596214931 , 3158.542644307501 , 1.4229991494973275 , 88.61149482047178
0 , 841.0956546396259 , 1658.69 , 6814.4 , -0.2569829939694428 , 429.4755496557184 , 1658.5695021064146 , 1.3304975519468334 , 252.2035882952481
0 , 388.9625557626076 , 1007.7 , 6814.4 , 0.7549956904375255 , -758.9963581517927 , 1007.5829071506887 , 1.2260409180098346 , 126.56542245820853
