Integral Diff, TRANSITION,GATE, m, q, mean, sigma, amplitude
0 , 1640.7 , 1173.9 , -6.405941059655753 , 10556.026516126652 , 1639.3752702980526 , 1.1894464362126382 , 660.6088169725635
0 , 878.25 , 1173.9 , 10.632193468936034 , -9052.138402395669 , 878.1464761612341 , 1.0194477457154059 , 6600.542113186852
0 , 637.68 , 1173.9 , 3.2365533948115806 , -1756.4339944931935 , 637.5212024667513 , 0.978331131681691 , 8475.263161922701
-14 , 211.3 , 1173.9 , -339.636564374659 , 70191.86354105566 , 215.72543480065863 , 4.33445948674585 , 3880.7557772075393
0 , 1640.7 , 1366.1 , -17.23867272672747 , 28298.693147370162 , 1639.2123132768543 , 1.0872631972047246 , 263.36356724948484
0 , 878.25 , 1366.1 , 6.972328000639427 , -5995.868810691642 , 878.1036180332901 , 1.0695404158144222 , 2717.695026601084
0 , 637.68 , 1366.1 , -1.9452503607337182 , 1455.3600314226546 , 637.5058847279821 , 0.9810562410923895 , 3426.4669604540677
0 , 211.3 , 1366.1 , 8.453846590823016 , -1502.2947502726754 , 210.87472912261086 , 2.074588557946071 , 374.4700004120635
-1802 , 1640.7 , 1419.3 , 0 , 0 , 0 , 0 , 0
0 , 878.25 , 1419.3 , 4.855858446329126 , -3923.70220524276 , 878.0975534592094 , 1.2246545809284068 , 1011.3526265380638
0 , 637.68 , 1419.3 , -17.723763239064052 , 11655.11355298854 , 637.6962912105391 , 0.9365019074974074 , 1235.838242322731
-14 , 211.3 , 1419.3 , -13544.06488277045 , 2735222.4748672773 , 220.1523698366535 , -8.468174539799655 , 219240.99116952834
0 , 1640.7 , 1649.9 , -4.428310021941819 , 7511.141782903274 , 1639.4273722597213 , 1.0852074213614646 , 197.5728292526459
0 , 878.25 , 1649.9 , -29.668605019085923 , 28812.318056191736 , 878.270817611617 , 0.9652998520878736 , 1418.6385527247414
0 , 637.68 , 1649.9 , -15.964855289636477 , 12326.669567860012 , 637.5533836100718 , 0.9044904235519252 , 1812.0499849624855
