Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
-23 , 693524.0792846819 , 3322.8 , 1113.6 , -2353.8423184440003 , 8105492.215947317 , 3322.444605385965 , 1.5269431318080473 , 181223.13977271694
917 , -785289.8400661001 , 2596.1 , 1113.6 , 4391.499831155278 , -10906872.162088031 , 2595.62726586109 , 3.9892228990878325 , -90711.61675049573
-2510 , 605312671.3527504 , 1822.63 , 1113.6 , 258.9281280783035 , -50182547.87579334 , 1820.7780956878667 , 100.16322382084793 , 50476642.795737885
231 , -214077.55462731328 , 703.4 , 1113.6 , -2167.760902766667 , 4371661.68151741 , 699.7467871354902 , -1.0345919415128604 , -82877.7521457674
0 , 1836.246256909296 , 3322.8 , 171.3 , -26.422174061298726 , 87846.43329475213 , 3322.2738861486646 , 2.1525487654299416 , 342.26645635920977
-2 , 1594.7278690082003 , 2596.1 , 171.3 , -34.03216301763993 , 88303.83033754946 , 2598.2110626088884 , 2.5191604524420654 , 270.63624720764113
802 , 1457.8230480159916 , 1822.63 , 171.3 , 13.846799354882402 , -25089.29907398963 , 1823.0381194138329 , 0.25053002310434225 , 2321.4273642366525
-10 , 80394.28214368032 , 703.4 , 171.3 , -1136.544561201046 , 793025.2583219145 , 709.2978087657312 , -5.36028251672467 , 12813.54052924618
0 , 6350.832222348259 , 3322.8 , 6651.3 , -5.901862147791705 , 19646.441447310815 , 3322.3844314942035 , 1.6401767046572142 , 1545.2748975243048
0 , 165.8250846937886 , 2596.1 , 6651.3 , -1.2805135411912183 , 3338.0122076254925 , 2596.0708990615044 , 1.736017848219158 , 38.128231530425076
0 , 2640.9756820989305 , 1822.63 , 6651.3 , -1.0241652299848298 , 1881.5768249437706 , 1822.6581076560215 , 1.3151069859034117 , 801.1688232293978
117 , 225.19164348343585 , 703.4 , 6651.3 , -1.2543088361610248 , 946.9139514962261 , 703.989624960188 , -0.2587010248560022 , 347.2675372222983
