Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
0 , 6435.29063502974 , 2518.991 , 1229.2 , -3.024810859376251 , 7672.684508589815 , 2519.101658775558 , 1.4996389803589503 , 1712.8866329250527
0 , 4514.580145302034 , 1017.5 , 1229.2 , 16.22465549165052 , -16251.856462813772 , 1017.1371952610945 , 1.2091556956934737 , 1489.517331581716
0 , 5078.778053550324 , 368.208 , 1229.2 , -12.196595421208407 , 4898.19862534691 , 368.41084681684106 , 0.8608225090491638 , 2353.7248121678185
0 , 2762.6808110321017 , 2518.991 , 1420.2 , 3.9060148870061666 , -9746.158350110536 , 2519.1073549152925 , 1.3037586272168753 , 845.437638551285
0 , 425.5818226351952 , 1017.5 , 1420.2 , 4.703511086666803 , -4520.7693402599625 , 1017.9735048745613 , 1.2210871028050496 , 139.0448316333826
773 , 1575.3183284884672 , 368.208 , 1420.2 , -16.73411344609643 , 6651.456928672803 , 368.9561945681763 , 0.26157467256822164 , 2402.606797343696
0 , -4422.169568162075 , 2518.991 , 1620.4 , -3.1964612863265347 , 8021.8685672246 , 2519.1339225826473 , 1.376302420717555 , -1282.0943340017686
0 , -0.0 , 1017.5 , 1620.4 , -3.13810136376161 , 3270.90742027902 , -347.4097439689309 , -18.362228465325956 , -17450.260544216075
0 , -4444.884536751213 , 368.208 , 1620.4 , 0.2135918199347376 , 242.03444577170325 , 368.40201617297294 , 0.9290075882497867 , -1908.7598391424458
-2 , 24838.18602317031 , 2518.991 , 1624.5 , -12.34471061935908 , 31217.858099939553 , 2519.101966996737 , 1.4560674626709622 , 6807.938112968874
-6298 , 0 , 1017.5 , 1624.5 , 0 , 0 , 0 , 0 , 0
0 , 19801.904374496848 , 368.208 , 1624.5 , 9.201082984673498 , -3017.6573938377655 , 368.38234879548423 , 0.9158372305070341 , 8625.787015099924
-161 , 2624080.0787425432 , 2518.991 , 1825.9 , -5282.668438842161 , 13767113.02708076 , 2519.1086725220625 , 1.408640204351416 , 743360.0262184211
0 , 885452.3957985636 , 1017.5 , 1825.9 , 19257.55529362808 , -17712546.43272672 , 1016.8515886947725 , -0.97537455371438 , 362162.8194244868
0 , 2428231.208812309 , 368.208 , 1825.9 , -8942.247733070275 , 8764029.494954042 , 368.32993720368245 , 0.8670087891153879 , 1117317.5035559703
0 , 1898.8469987356984 , 2518.991 , 1872.7 , -1.0363820209057868 , 2743.812087586609 , 2519.0558938378354 , 1.341050531625123 , 564.9425075124781
0 , 432.01765816612397 , 1017.5 , 1872.7 , -9.014238102167862 , 11219.22733178749 , 1018.3286816684026 , 1.2735116967581217 , 135.35107248307813
91 , -23.700093103424074 , 368.208 , 1872.7 , 14.4681663485856 , -1225.9643589332704 , 370.4962887363979 , -0.082261335554379 , -114.93819210046583
-2 , 29137.57165315385 , 2518.991 , 2099.3 , -11.5189369740014 , 29155.50962875694 , 2519.0790172153843 , 1.4720613979385364 , 7899.832486460306
-1 , 4549.952846419959 , 1017.5 , 2099.3 , 17.496924005170754 , -17433.16157279278 , 1019.5051939907678 , 1.1539057332878229 , 1574.9991854544544
