Integral Diff,Integral,TRANSITION,GATE,m,q,mean,sigma,amplitude
0 , 1166.6354836669377 , 4344.2 , 5628.9 , -1.3525390680278073 , 5879.926066897593 , 4344.432580478994 , 1.9400772080226374 , 240.5018164223346
0 , 249.9553034332414 , 3218.4 , 5628.9 , -1.2816424075690247 , 4127.743961105046 , 3219.086686185365 , 2.009041010948618 , 50.0065636471308
0 , 538.9030920719733 , 2845.4 , 5628.9 , -5.764237160869543 , 16417.946781575574 , 2845.5458242101336 , 2.1249667986880283 , 101.80172410643472
0 , 196.51794893736832 , 2458.1 , 5628.9 , -2.3964006260974817 , 5898.093944643711 , 2458.6820891754014 , 1.7452193166850607 , 44.97718331916457
0 , 4647.052122432857 , 2193.2 , 5628.9 , -1.6722287647192382 , 3707.6174810440402 , 2193.2433020435087 , 1.3797002925956385 , 1343.7259618013643
0 , 486.1830337943244 , 1839.7 , 5628.9 , -2.605628136405101 , 4818.132953690673 , 1839.679693508639 , 1.2494160353968928 , 155.2413044722485
0 , 1061.5387372517587 , 1825.9 , 5628.9 , -3.569175073256065 , 6557.395393185257 , 1825.1922357175608 , 1.7244029692172396 , 245.72151471906912
0 , 856.9915407417316 , 1491.1 , 5628.9 , 0.09077024798396648 , -107.0878318150192 , 1490.980575893947 , 1.1824218225753367 , 289.1440993793198
0 , 923.5732717487982 , 1186.6 , 5628.9 , -2.242973407952358 , 2687.960908467425 , 1186.6325792574523 , 1.2793894077861014 , 287.99479293596613
0 , 492.90324452326627 , 1142.9 , 5628.9 , 0.31896858093601693 , -303.9870296882438 , 1142.8230292673409 , 1.427027669114821 , 137.81668597150815
-5234 , 0 , 496.4 , 5628.9 , 0 , 0 , 0 , 0 , 0
