Integral Diff, TRANSITION,GATE, m, q, mean, sigma, amplitude
0 , 645.7 , 111.9 , 96.45212214644593 , -61916.38076217348 , 645.2456932165863 , 0.9649107072801466 , -1301.894456723205
-740 , 1518.2 , 111.9 , 0 , 0 , 0 , 0 , 0
0 , 1872.7 , 111.9 , 1.3073253582279596 , -2442.502139395044 , 1870.2560405359095 , -0.48947387759709704 , 294.25239073832006
-157 , 1922.4 , 111.9 , -5.122548114076491 , 9860.412957801911 , 1922.8976226399845 , -0.23383246743820738 , -502.2540057405562
0 , 2186.2 , 111.9 , 1.658650292079704 , -3617.6261936267247 , 2184.065723721955 , 0.7157245156783179 , -127.76483930681536
-87 , 2947.4 , 111.9 , 0 , 0 , 0 , 0 , 0
0 , 645.7 , 1442.7 , -2.160215351566874 , 1500.903560058929 , 645.1302311659323 , 2.0063443510501306 , 256.2924090967895
0 , 1518.2 , 1442.7 , -4.411327963490349 , 6721.21644766921 , 1518.136841465449 , 1.3630193064383467 , 139.3077566718535
0 , 1872.7 , 1442.7 , 2.6558147793744933 , -4918.566926555761 , 1872.5023424385352 , 1.2864868474515834 , 2947.9045315070916
0 , 1922.4 , 1442.7 , -0.6957035679939019 , 1354.1268774342707 , 1922.799165476942 , 1.605483783128266 , 194.4613864956041
0 , 2186.2 , 1442.7 , -2.0813626816218656 , 4571.525597463358 , 2185.4433057191495 , 1.332267768013688 , 461.09347287591567
0 , 2947.4 , 1442.7 , -9.380258551562266 , 27687.21280582288 , 2946.981452084167 , 1.5365591170549966 , 2329.834270950911
0 , 645.7 , 545.3 , -48.3400849606876 , 31218.295736191878 , 647.2866251594932 , 0.7282852551764989 , -387.10822413392094
-166 , 1518.2 , 545.3 , 0 , 0 , 0 , 0 , 0
0 , 1872.7 , 545.3 , -3.991505541844934 , 7445.584602505133 , 1872.8303302092718 , 1.675516765644665 , 349.9776691627597
129 , 1922.4 , 545.3 , 4.864752277152696 , -9352.253855460849 , 1922.017206243352 , 0.2516405435128001 , 368.94641094725444
219 , 2186.2 , 545.3 , 0 , 0 , 0 , 0 , 0
0 , 2947.4 , 545.3 , -5.0784203051126955 , 14956.495250608676 , 2946.916067107492 , 1.3175523331436878 , 660.543466171294
0 , 645.7 , 5900.9 , 39.06903124404446 , -22667.876819075373 , 645.6826381027038 , 0.022130251291119007 , 1134.4489491685542
0 , 1518.2 , 5900.9 , -4.672290635622894 , 7531.398600299873 , 1518.1987179142882 , 1.2562818898841295 , 917.9017898369094
0 , 1872.7 , 5900.9 , -29.96094618870257 , 56726.265313911004 , 1872.5239178327784 , 1.2684684289769987 , 30195.90321915686
-1 , 1922.4 , 5900.9 , 16.779065939306843 , -31935.931718936714 , 1922.514507290794 , 1.8614960929502649 , 1772.9977255264198
0 , 2186.2 , 5900.9 , -9.39221484948531 , 20795.47791323714 , 2185.4501695615118 , 1.3294005194119234 , 4312.250482840239
-1 , 2947.4 , 5900.9 , -86.67184691385918 , 256150.16094178558 , 2947.010001743495 , 1.5205223531627836 , 24366.575130809004
